Stock;Price;P/L;P/VP;PSR;D.Yield;P/Ativos;P/Cap. Giro;P/EBIT;P/ACL;EV/EBIT;EV/EBITDA;Marg. EBIT;Marg. Liq.;Liq. Corr.;ROIC;ROE;Liq. L2M;Pat. Liq.;Div. Brut./Pat. Liq.;CRL L5A
JSLG3;8.92;7.03;1.55;0.382;0.0265;0.263;3.18;3.04;-0.46;8.95;6.18;0.1258;0.0543;1.48;0.0975;0.2207;2150510;1646050000;3.49;-0.0009
GEPA3;25.52;7.11;1.17;1.693;0.1258;0.661;-4.54;4.17;-2.23;5.18;3.93;0.4064;0.2381;0.48;0.2002;0.1642;3021.05;2064290000;0.44;0.005
BGIP3;26;7.13;0.74;0;0.1194;0;0;0;0;0;0;0;0;0;0;0.1032;22429.5;597592000;0;0.1614
MDNE3;10.81;7.2;0.73;0.932;0;0.298;1.25;6.01;-1.36;5.53;5.33;0.1551;0.1285;2.76;0.0557;0.1014;3986350;1257040000;0.15;0.3791
GEPA4;25.92;7.22;1.19;1.72;0.1239;0.672;-4.61;4.23;-2.26;5.25;3.98;0.4064;0.2381;0.48;0.2002;0.1642;13294.2;2064290000;0.44;0.0505
CPFE3;34.67;7.23;2.24;0.999;0.0832;0.551;-25.11;3.77;-1.09;5.6;4.76;0.2649;0.1424;0.91;0.1648;0.31;53141000;17831400000;1.38;-0.0009
ITUB3;23.35;7.24;1.34;0;0.0525;0;0;0;0;0;0;0;0;0;0;0.1852;17450300;1.71E+16;0;13.374
PINE3;4.15;7.25;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0.1137;13.14;938357000;0;0.1065
CSRN6;27.6;7.26;3.04;1.283;0.1189;0.82;-17.51;4.83;-1.72;7.05;6.02;0.2658;0.1768;0.84;0.1921;0.4193;570.77;1524000000;1.66;0.1009
DEXP3;11.5;7.3;1.66;0.588;0.0233;0.779;1.8;5.52;3.81;5.23;4.58;0.1064;0.0976;3.06;0.2071;0.2278;762516;650596000;0.47;0.3094
FIEI3;15;7.33;0.41;13.979;0;0.347;5.19;-3.92;-5.91;-3.49;-3.55;-35.664;18.907;3.03;-0.0944;0.0563;1559.09;88102000;0;0.1243
WLMM3;23.11;7.42;1.29;0.379;0.0432;0.891;2.42;6.29;2.88;6.27;6.08;0.0603;0.0511;2.48;0.1763;0.1735;6314.81;653320000;0.24;0.274
ETER3;9.46;7.48;0.84;0.49;0.0411;0.481;1.59;5.66;5.04;6.39;4.91;0.0867;0.0656;2.36;0.0947;0.1126;2421420;694083000;0.18;0.2974
SOND5;50;7.5;2.21;0.75;0.1219;1.33;3.6;3.15;5.19;2.32;2.18;0.238;0.1001;2.29;0.664;0.2945;318.61;55632000;0;0.1065
EQPA3;6.3;7.73;3.65;1.505;0.143;1.057;8.98;5.34;-2.8;6.78;5.84;0.2819;0.1948;1.55;0.2395;0.4723;19436.9;3812660000;1.34;0.1673
CSRN5;29.5;7.76;3.25;1.372;0.1113;0.877;-18.71;5.16;-1.84;7.38;6.31;0.2658;0.1768;0.84;0.1921;0.4193;275.23;1524000000;1.66;0.3722
JHSF3;4.95;7.89;0.67;2.007;0.0946;0.315;1.47;5.75;-1.64;9.83;8.94;0.3492;0.2628;3.42;0.0588;0.0846;14931100;5036340000;0.61;0.0828
EKTR3;34;7.99;2.31;0.781;0.1728;0.612;8.84;3.72;-1.43;6.32;5.28;0.2096;0.0976;1.29;0.1958;0.2883;155.84;2858000000;1.98;0.2526
FESA3;62.39;8.07;1.71;1.95;0.0477;1.334;4.09;7.24;6.41;6.3;5.02;0.2693;0.2415;4.2;0.2557;0.2119;5838.28;3220380000;0.1;0.2521
MRSA3B;25.06;8.13;1.42;1.439;0;0.579;-16.57;4.08;-1.31;5.63;5.63;0.3531;0.177;0.81;0.1623;0.1748;556.51;5994930000;0.75;0.1418
MRSA3B;25.06;8.13;1.42;1.439;0;0.579;-16.57;4.08;-1.31;5.63;5.63;0.3531;0.177;0.81;0.1623;0.1748;556.51;5994930000;0.75;0.1418
BMIN4;15.8;8.13;0.57;0;0.1006;0;0;0;0;0;0;0;0;0;0;0.0695;5072.53;134886000;0;0.2319
BEES3;8.7;8.25;1.31;0;0.0719;0;0;0;0;0;0;0;0;0;0;0.1592;130219;2093330000;0;0.1011
SHUL4;7.45;8.39;2.23;1.254;0.0398;1.161;2.8;7.51;7.18;7.66;6.53;0.167;0.1495;2.84;0.2307;0.2654;2571030;1195900000;0.59;0.285
CSUD3;16.34;8.42;1.73;1.272;0.0595;1.143;27.91;6.25;-15.35;6.4;4.08;0.2035;0.1511;1.18;0.2184;0.2049;1344420;395817000;0.21;-0.4638
BRGE7;9.27;8.52;0.52;189.218;0.0492;0.232;0.62;-0.87;1.24;1.07;1.1;-218.412;345.169;3.09;-0.5575;0.0608;150.91;1317630000;0;0.1418
RAPT4;12.35;8.54;1.39;0.359;0.0414;0.325;1.04;2.74;-3.44;4.91;4.17;0.1309;0.0628;2.17;0.1557;0.1622;25312500;2934230000;1.8;0.1418
MRSA6B;26.39;8.56;1.5;1.515;0.0244;0.61;-17.45;4.29;-1.38;5.85;5.85;0.3531;0.177;0.81;0.1623;0.1748;122.74;5994930000;0.75;0.2356
MRSA6B;26.39;8.56;1.5;1.515;0.0244;0.61;-17.45;4.29;-1.38;5.85;5.85;0.3531;0.177;0.81;0.1623;0.1748;122.74;5994930000;0.75;0.0751
ITUB4;27.61;8.57;1.59;0;0.0444;0;0;0;0;0;0;0;0;0;0;0.1852;748027000;1.71E+16;0;0.1673
EQPA7;7;8.59;4.06;1.673;0.1287;1.175;9.98;5.93;-3.11;7.37;6.35;0.2819;0.1948;1.55;0.2395;0.4723;1238.95;3812660000;1.34;0.1243
MRSA5B;26.78;8.69;1.52;1.538;0.024;0.619;-17.7;4.35;-1.4;5.91;5.91;0.3531;0.177;0.81;0.1623;0.1748;186.84;5994930000;0.75;0.0677
MRSA5B;26.78;8.69;1.52;1.538;0.024;0.619;-17.7;4.35;-1.4;5.91;5.91;0.3531;0.177;0.81;0.1623;0.1748;186.84;5994930000;0.75;0.1418
TUPY3;27.43;8.73;1.27;0.358;0.0269;0.403;1.27;4.34;-5.85;6.78;4.91;0.0825;0.0418;2.06;0.1242;0.1457;17304000;3109040000;1.09;0.1418
POMO4;6.47;8.8;1.88;0.969;0.047;0.841;2.74;9.04;28.28;10.62;8.86;0.1071;0.1089;2.13;0.1253;0.2141;34803500;3250220000;0.74;0.2497
BBSE3;31.92;8.89;7.14;0;0.1089;3.76;0;7.76;0;0;0;0;0;0;0;0.8032;157051000;8943940000;0;0.1263
TRPL3;32.09;8.92;1.21;3.866;0.0331;0.619;8.32;7.03;-1.93;9.48;9.39;0.5502;0.4428;1.93;0.0925;0.1353;58450.4;17506600000;0.5;0
HBRE3;5.51;8.93;0.3;3.831;0;0.132;11.94;2.17;-0.38;5.77;5.74;1.762;0.8548;1.17;0.0644;0.0334;4588310;1906870000;0.61;0.1205
CEEB5;54.6;9.05;2.27;0.993;0.0832;0.54;-11.89;4.09;-0.98;7.67;6.2;0.243;0.1098;0.82;0.1413;0.251;1594.07;6303000000;2.09;0.1241
JBSS3;18.96;9.05;0.99;0.114;0.1055;0.212;1.95;-0.84;-0.52;-2.43;-3.06;-0.1368;0.0132;1.43;-0.3214;0.1097;182214000;42355300000;2.21;-0.1527
EKTR4;38.51;9.06;2.61;0.884;0.1679;0.693;10.02;4.22;-1.62;6.82;5.69;0.2096;0.0976;1.29;0.1958;0.2883;18981.7;2858000000;1.98;0.3961
BBDC3;13.15;9.06;0.88;0;0.0698;0;0;0;0;0;0;0;0;0;0;0.0969;66512100;1.59E+16;0;0.1936
CAML3;8.42;9.19;0.98;0.282;0.0346;0.297;1.32;7.44;-2.71;15.78;9.76;0.0379;0.0307;1.62;0.0543;0.1069;12863700;3001770000;1.4;0.175
HBOR3;2.89;9.19;0.28;0.356;0.0313;0.07;0.14;4.14;0.86;21.71;16.64;0.0861;0.1105;3.62;0.0185;0.0304;3285570;1385800000;1.49;0.1443
LEVE3;50.78;9.22;4.57;1.462;0.0858;2.164;7.14;7.76;21.01;7.98;7.14;0.1884;0.1582;1.93;0.3632;0.4955;14274700;1425640000;0.35;0.0194
BRGE8;10.05;9.23;0.56;205.139;0.0324;0.251;0.67;-0.94;1.34;1;1.02;-218.412;345.169;3.09;-0.5575;0.0608;679.77;1317630000;0;0.2123
PSSA3;26.7;9.25;1.51;0.569;0.0254;0.328;4.92;0.69;-2.88;0.24;0.23;0.8267;0.0631;1.11;0.6076;0.1629;54991900;11459200000;0;0.0828
PTNT4;8.87;9.25;1.15;0.492;0.0359;0.496;2.35;6.28;14.78;8.44;5.96;0.0783;0.0696;1.68;0.1048;0.1245;151720;369753000;0.69;-0.4638
BRGE12;10.1;9.28;0.56;206.16;0;0.253;0.67;-0.94;1.35;1;1.02;-218.412;345.169;3.09;-0.5575;0.0608;5102.77;1317630000;0;-0.0174
VLID3;18.64;9.31;1.18;0.803;0.0345;0.584;2.4;3.44;-47.53;4.47;3.51;0.2336;0.0795;2.03;0.2064;0.1268;7100730;1291890000;0.59;-0.4638
BRGE3;10.15;9.33;0.57;207.18;0;0.254;0.68;-0.95;1.35;0.99;1.01;-218.412;345.169;3.09;-0.5575;0.0608;2331.47;1317630000;0;0.1461
TGMA3;26.25;9.4;2.16;1.134;0.0602;1.534;5.16;7.9;8;7.6;6.87;0.1435;0.121;2.62;0.256;0.2301;5409540;800942000;0.21;0.0242
LOGG3;20.78;9.43;0.58;8.61;0.0442;0.341;3.73;11.21;-1.33;19.6;19.31;0.7678;0.9312;2.36;0.033;0.0618;5991340;3644110000;0.56;0.1213
BEES4;10;9.48;1.51;0;0.0625;0;0;0;0;0;0;0;0;0;0;0.1592;48320.4;2093330000;0;0.1908
WIZC3;6.25;9.52;2.41;0.998;0.0712;0.421;-9.22;2.23;-1.18;2.33;1.89;0.4477;0.1817;0.84;0.2418;0.2532;4731000;414748000;0.88;0.1011
REDE3;5.9;9.55;3.28;0.823;0.1155;0.471;10.96;3.65;-0.9;6.51;5.36;0.2254;0.1167;1.19;0.1487;0.3434;40657.6;3795350000;3.2;0.1208
BRGE5;10.42;9.57;0.58;212.692;0;0.261;0.7;-0.97;1.39;0.97;0.99;-218.412;345.169;3.09;-0.5575;0.0608;151.21;1317630000;0;-0.4638
BRIV4;10.85;9.59;0.57;0;0.0588;0;0;0;0;0;0;0;0;0;0;0.059;6260.33;1698120000;0;0.2423
CYRE3;22.54;9.59;1.2;1.541;0.0227;0.536;1.64;11.76;34.8;14.32;13.58;0.131;0.1656;2.65;0.056;0.1249;133236000;7519980000;0.64;0.122
BRIV3;10.86;9.6;0.57;0;0.0146;0;0;0;0;0;0;0;0;0;0;0.059;4816.47;1698120000;0;0.0505
SOJA3;14.66;9.6;2.09;0.943;0.0056;0.802;2.78;8.53;4.11;10.25;10.36;0.1105;0.1101;1.69;0.1196;0.218;3757600;820247000;0.76;0.2423
BRSR5;17.99;9.65;0.78;0;0.0431;0;0;0;0;0;0;0;0;0;0;0.0809;795.19;9421780000;0;0.7561
CRPG6;34.9;9.68;1.44;1.473;0.2758;1.069;2.1;15.93;2.71;14.41;10.28;0.0925;0.1522;4.52;0.0799;0.1488;429331;703208000;0.01;-0.1759
DXCO3;8.01;9.83;1.09;0.842;0.0393;0.407;4.58;5.09;-1.31;8.44;4.79;0.1654;0.0876;1.4;0.0963;0.1108;33777300;6032690000;0.99;0.2515
CMIN3;4.3;9.85;2.25;1.549;0.2117;0.897;3.55;4.9;-4.4;4.84;3.99;0.316;0.1573;2.73;0.2849;0.2289;27043100;10464600000;0.72;-0.0283
UNIP3;74.42;9.87;2.96;1.234;0.0844;1.316;6.48;4.7;-9.08;4.68;4.07;0.2624;0.1253;2;0.3868;0.3002;875775;2609270000;0.5;0.3723
ALLD3;6.65;9.87;0.4;0.115;0.0532;0.173;0.63;3.39;1.46;4.66;3.36;0.0339;0.0116;1.65;0.0872;0.041;227386;1532400000;0.38;-0.4638
SLCE3;40.47;9.95;1.73;1.03;0.0682;0.59;2.39;4.68;-4.16;6.6;6.02;0.2201;0.1097;1.99;0.1427;0.1739;63808300;5298880000;0.93;0.2481
BLAU3;17.35;9.99;1.66;2.304;0.0442;1.245;2.89;8.44;3.93;8.04;7.5;0.2729;0.2281;4.14;0.189;0.1663;11071200;1873920000;0.13;0.1567
BRGE6;10.9;10.01;0.61;222.489;0.0717;0.273;0.73;-1.02;1.45;0.92;0.94;-218.412;345.169;3.09;-0.5575;0.0608;921.47;1317630000;0;-0.4638
